iteration,loss
0,17.697555541992188
1,18.8653507232666
2,13.756118774414062
3,13.501408576965332
4,11.333420753479004
5,10.014660835266113
6,8.852507591247559
7,7.4567975997924805
8,5.949748992919922
9,5.417226791381836
10,4.579774379730225
11,5.04251766204834
12,4.665398120880127
13,7.661052227020264
14,4.586493492126465
15,7.400745391845703
16,3.6056325435638428
17,3.6698102951049805
18,2.8951878547668457
19,2.869901657104492
20,3.074190616607666
21,3.081460952758789
22,7.184715747833252
23,2.3866500854492188
24,2.819767475128174
25,7.040879249572754
26,6.977781772613525
27,2.2753350734710693
28,1.1366674900054932
29,2.1877379417419434
30,6.6472320556640625
31,6.521449089050293
32,1.4416749477386475
33,6.215361595153809
34,2.224529266357422
35,1.8927619457244873
36,2.159956216812134
37,5.829092979431152
38,2.3332760334014893
39,2.0311641693115234
40,2.3596842288970947
41,5.9454145431518555
42,5.490076541900635
43,5.3271965980529785
44,1.940918207168579
45,5.060206413269043
46,2.5179860591888428
47,2.2880446910858154
48,4.7948737144470215
49,1.1345038414001465
50,4.6786112785339355
51,1.127174973487854
52,1.1044368743896484
53,1.2230174541473389
54,4.495684623718262
55,4.262342929840088
56,4.029830455780029
57,3.7616703510284424
58,0.3330009877681732
59,3.9959282875061035
60,4.038778305053711
61,0.46336400508880615
62,1.1753462553024292
63,0.8105552792549133
64,3.2304201126098633
65,3.3497154712677
66,3.196869373321533
67,1.6823612451553345
68,3.180657386779785
69,0.7599966526031494
70,0.6197322010993958
71,0.3873423635959625
72,1.4177474975585938
73,0.38225358724594116
74,3.906451940536499
75,0.3308373689651489
76,1.0023301839828491
77,2.803715229034424
78,1.1221181154251099
79,2.302194833755493
80,0.2983015477657318
81,1.079463243484497
82,3.5347483158111572
83,1.7642006874084473
84,3.5512170791625977
85,0.8898636102676392
86,0.6069629788398743
87,0.5587876439094543
88,0.4210266172885895
89,1.6319984197616577
90,1.619875192642212
91,1.19460928440094
92,0.08667021989822388
93,0.22313185036182404
94,0.34275171160697937
95,0.16786205768585205
96,0.3023489713668823
97,2.545048236846924
98,2.5017313957214355
99,0.4981446862220764
100,2.3422722816467285
101,0.327330619096756
102,0.5197584629058838
103,0.2796095907688141
104,2.4802472591400146
105,0.3040744960308075
106,0.46348637342453003
107,0.4056369364261627
