iteration,loss
0,19.408203125
1,15.471683502197266
2,18.616230010986328
3,13.742713928222656
4,9.75295639038086
5,11.134495735168457
6,11.69721508026123
7,9.887460708618164
8,12.326067924499512
9,10.380614280700684
10,11.912507057189941
11,12.776228904724121
12,10.397679328918457
13,10.098285675048828
14,11.544390678405762
15,11.429744720458984
16,8.823040008544922
17,11.32857608795166
18,10.690287590026855
19,7.601593971252441
20,7.341428756713867
21,7.004298210144043
22,6.605180263519287
23,6.168510437011719
24,11.015835762023926
25,5.334258556365967
26,10.225996971130371
27,8.075236320495605
28,9.641810417175293
29,5.285847187042236
30,7.077907562255859
31,4.671298503875732
32,7.258427143096924
33,4.594369411468506
34,6.108677387237549
35,9.232881546020508
36,5.915594100952148
37,4.1558918952941895
38,8.613945007324219
39,4.286728382110596
40,7.8181376457214355
41,6.402853965759277
42,3.834733009338379
43,3.469576597213745
44,4.431318283081055
45,4.1021318435668945
46,3.7860381603240967
47,4.172055721282959
48,6.696783542633057
49,6.471362113952637
50,2.8400301933288574
51,5.2991557121276855
52,4.365942478179932
53,3.8908674716949463
54,4.591186046600342
55,4.47304105758667
56,11.126482963562012
57,2.5434131622314453
58,2.5492160320281982
59,4.584470272064209
60,4.73156213760376
61,3.0755157470703125
62,3.07216739654541
63,3.4210476875305176
64,2.5453145503997803
65,2.868062734603882
66,2.954855442047119
67,2.7103378772735596
68,2.0852468013763428
69,2.02764892578125
70,4.019407749176025
71,2.3783986568450928
72,3.1716768741607666
73,3.0286903381347656
74,2.387383460998535
75,2.1768434047698975
76,2.729240894317627
77,2.9897420406341553
78,2.6942667961120605
79,3.7374064922332764
80,1.792737603187561
81,4.202129364013672
82,2.543234348297119
83,5.160696983337402
84,1.9150359630584717
85,2.524749994277954
86,1.1446133852005005
87,3.469041347503662
88,4.236183166503906
89,4.356719970703125
90,3.928797721862793
91,5.0313262939453125
92,4.240366458892822
93,3.0510880947113037
94,2.324981451034546
95,2.748258113861084
96,3.5788326263427734
97,3.4665374755859375
98,1.6875505447387695
99,1.9259949922561646
100,3.6376748085021973
101,3.9130985736846924
102,3.6867332458496094
103,2.5524742603302
104,1.7820580005645752
105,1.9754774570465088
106,2.8492956161499023
107,2.4323179721832275
108,2.27724289894104
109,4.135860919952393
110,2.0192668437957764
111,2.2482430934906006
112,1.8064008951187134
113,1.7131927013397217
114,2.139914035797119
115,1.5172853469848633
116,2.3217804431915283
117,1.9234232902526855
118,0.942003607749939
119,1.2585393190383911
120,1.1966283321380615
121,1.7334544658660889
122,1.4763263463974
123,1.901324987411499
124,1.5007988214492798
125,1.2566843032836914
126,2.266273021697998
127,2.2526869773864746
128,1.9278274774551392
129,1.3288280963897705
130,2.1020162105560303
131,1.078553557395935
132,0.7006810903549194
133,0.782019853591919
134,1.4095094203948975
135,2.0588645935058594
136,1.9910907745361328
137,1.0574733018875122
138,1.2121543884277344
139,1.176076889038086
140,1.2056279182434082
141,1.9125550985336304
142,1.372284173965454
143,0.4927685558795929
144,1.4941399097442627
145,1.6622891426086426
146,1.6668168306350708
147,1.7315726280212402
148,0.32085442543029785
149,1.1676379442214966
150,1.07271146774292
151,0.6431089639663696
152,1.4095983505249023
153,2.3038101196289062
154,1.4062588214874268
155,1.2745529413223267
156,1.0072468519210815
157,1.3512988090515137
158,0.9809260964393616
159,1.9711819887161255
160,2.002512216567993
161,1.8012478351593018
162,1.156058669090271
163,0.989522397518158
164,1.8070390224456787
165,1.4720135927200317
166,0.6865274906158447
167,0.6605928540229797
168,0.7603513598442078
169,0.386665403842926
170,0.6891286373138428
171,0.5439643263816833
172,0.44952020049095154
173,0.5924509167671204
174,2.6393325328826904
175,2.029902458190918
176,1.4280627965927124
177,1.6325032711029053
178,1.6566035747528076
179,1.9713470935821533
180,1.305638313293457
181,1.3079147338867188
182,1.638560175895691
183,1.8314642906188965
184,2.974943161010742
185,0.9920341968536377
186,3.1757872104644775
187,2.531595468521118
188,1.0869048833847046
189,0.9454841613769531
190,1.7046785354614258
191,1.4281896352767944
192,1.2271482944488525
193,1.1242533922195435
194,1.2245423793792725
195,0.586216926574707
196,0.8438347578048706
197,0.9352899193763733
198,1.6050620079040527
199,1.1133708953857422
200,0.6531148552894592
201,1.3732517957687378
202,0.6974414587020874
203,1.1786134243011475
204,0.7880800366401672
205,0.7589219808578491
206,0.7865867614746094
207,0.6222562789916992
208,0.4314177334308624
209,0.6843061447143555
210,0.5589324235916138
211,1.0980348587036133
212,0.6729558706283569
213,0.8735101819038391
214,0.6602987051010132
215,0.7209570407867432
216,1.809343934059143
217,2.2414989471435547
218,1.9389830827713013
219,1.619260549545288
220,1.420125961303711
221,0.6412644386291504
222,1.275353193283081
223,1.0224233865737915
224,0.8471952080726624
225,0.6417313814163208
226,0.5514331459999084
227,0.7412033081054688
228,0.8853731751441956
229,0.665496289730072
230,0.5261152386665344
231,0.8434435129165649
232,0.9820803999900818
233,0.47743287682533264
234,0.7408498525619507
235,0.8578557372093201
236,0.7238715887069702
237,0.49171537160873413
238,0.4178732633590698
239,0.33303138613700867
240,0.8709670305252075
241,0.8799988627433777
242,0.5823431611061096
243,0.7707638144493103
244,0.5926288366317749
245,0.9924496412277222
246,1.3846935033798218
247,1.7459057569503784
248,1.7285104990005493
249,0.5580160617828369
250,0.5230730772018433
251,0.42331185936927795
252,0.5074637532234192
253,0.4292965829372406
254,0.2980557084083557
255,0.39443397521972656
256,0.5988807678222656
257,0.32070988416671753
258,0.40477603673934937
259,0.401173859834671
260,0.31691062450408936
261,0.18022093176841736
262,0.8643814325332642
263,0.37562987208366394
264,0.5862554311752319
265,0.6375964283943176
266,0.4206909239292145
267,0.6869936585426331
268,0.6601006984710693
269,1.2076976299285889
270,1.0802334547042847
271,0.5549314022064209
272,1.339035153388977
273,1.1302034854888916
274,0.5253276228904724
275,0.458022803068161
276,0.4153674840927124
277,0.4304135739803314
278,0.4147515296936035
279,2.2951879501342773
280,0.9999892711639404
281,0.9854971170425415
282,1.2053591012954712
283,0.6421677470207214
284,0.9468141794204712
285,1.773819088935852
286,0.9768725633621216
287,0.34729626774787903
288,0.599636435508728
289,1.0386717319488525
290,1.2936115264892578
291,1.0566551685333252
292,0.4837377369403839
293,0.3264731168746948
294,0.7249205708503723
295,1.9359382390975952
296,1.2676405906677246
297,0.9222517609596252
298,1.2776315212249756
299,1.6411503553390503
300,1.2785334587097168
301,0.7234141826629639
302,1.0992615222930908
303,1.4346308708190918
304,1.2902398109436035
305,1.4291280508041382
306,0.3161819279193878
307,0.6472864747047424
308,2.0386855602264404
309,1.0184366703033447
310,1.937780737876892
311,1.074959397315979
312,1.1727339029312134
313,1.3685301542282104
314,1.3135768175125122
315,1.0057498216629028
316,0.5694445371627808
317,1.4017839431762695
318,0.4127546548843384
319,1.3470830917358398
320,0.9151382446289062
321,0.8217309713363647
322,2.2131030559539795
323,1.2483854293823242
324,1.5700873136520386
325,1.1521767377853394
326,0.9750816822052002
327,0.9638665914535522
328,1.258840560913086
329,1.5454154014587402
330,1.283250331878662
331,1.7137842178344727
332,0.5795445442199707
333,1.1385902166366577
334,1.056158423423767
335,0.4326959252357483
336,1.2304717302322388
337,1.3449105024337769
338,1.266623616218567
339,0.8183732628822327
340,1.0033446550369263
341,0.710162341594696
342,1.193717360496521
343,0.903398334980011
344,0.7797852158546448
345,0.7212671041488647
346,1.330352544784546
347,0.5243092775344849
348,0.6939132213592529
349,0.8341862559318542
350,0.8967093229293823
351,1.0698254108428955
352,0.8811790347099304
353,0.5908704996109009
354,0.4217720031738281
355,0.8211216926574707
356,1.143176794052124
357,0.9156984090805054
358,0.36117687821388245
359,0.4672797918319702
360,0.709758460521698
361,0.7443097829818726
362,0.37049561738967896
363,1.067580223083496
364,1.2785732746124268
365,1.6779001951217651
366,1.6677180528640747
367,1.307709813117981
368,0.7413517236709595
369,0.5243567824363708
370,0.9479033946990967
371,2.440033197402954
372,0.6862657070159912
373,0.40264981985092163
374,0.8893188834190369
375,0.4540523588657379
376,1.2036826610565186
377,0.8917766809463501
378,1.4498172998428345
379,0.6110826730728149
380,0.5805216431617737
381,0.6931743025779724
382,0.7234867215156555
383,0.3961012661457062
384,0.5151898860931396
385,0.4692091941833496
386,0.5820742249488831
387,0.5401611924171448
388,0.5010508298873901
389,0.47685638070106506
390,0.7484346628189087
391,0.6183594465255737
392,1.2176941633224487
393,0.704925000667572
394,0.32826194167137146
395,0.8964340090751648
396,0.7793360948562622
397,0.7475179433822632
398,0.2936246693134308
399,0.9383020997047424
400,1.5451713800430298
401,1.7377052307128906
402,1.3646925687789917
403,1.1319777965545654
404,0.44444432854652405
405,0.445397287607193
406,0.8612166047096252
407,0.9510160684585571
408,1.7536699771881104
409,0.5281796455383301
410,0.9704897999763489
411,0.5881026387214661
412,2.1769042015075684
413,0.8534409999847412
414,0.6821867227554321
415,0.5371021628379822
416,0.1842518299818039
417,1.1024341583251953
418,1.1836671829223633
419,0.5942341685295105
420,1.1969685554504395
421,0.843005359172821
422,0.9812242388725281
423,0.49498477578163147
424,1.154509425163269
425,0.43073078989982605
426,0.4684717059135437
427,0.40944308042526245
428,0.842529833316803
429,0.4392268657684326
430,0.3149600028991699
431,0.41930532455444336
432,0.5116633772850037
433,0.607667088508606
434,0.2909409701824188
435,0.5601983070373535
436,0.26714977622032166
437,0.22645674645900726
438,0.6287481784820557
439,0.7843149900436401
440,0.6480727195739746
441,0.6285255551338196
442,0.5091135501861572
443,0.47945478558540344
444,0.4135468006134033
445,0.33778926730155945
446,0.8281583786010742
447,0.37935391068458557
448,0.44616973400115967
449,0.5584924221038818
450,0.3272117078304291
451,0.21111609041690826
452,0.20867961645126343
453,0.26874035596847534
454,0.22030779719352722
455,0.5597872734069824
456,0.5032325387001038
457,0.275747686624527
458,0.25823232531547546
459,0.45320257544517517
460,0.33003929257392883
461,0.32804447412490845
462,0.6812497973442078
463,0.2373223900794983
464,0.40022507309913635
465,0.43646934628486633
466,0.7606330513954163
467,0.26138731837272644
468,0.39786654710769653
469,0.6865678429603577
470,0.5025513172149658
471,0.43707993626594543
472,0.3039277195930481
473,0.11683137714862823
474,0.38070929050445557
