epoch,loss
0,0.07228987663984299
1,0.01511244848370552
2,0.1174163743853569
3,0.015094083733856678
4,0.08234893530607224
5,0.034071020781993866
6,0.07528159022331238
7,0.030848877504467964
8,0.06591694056987762
9,0.03712814673781395
10,0.06420388072729111
11,0.044534265995025635
12,0.05430362746119499
13,0.04516540467739105
14,0.04878660663962364
15,0.04904035106301308
16,0.04012235999107361
17,0.05780382081866264
18,0.029227659106254578
19,0.052535489201545715
20,0.02418328821659088
21,0.0485551543533802
22,0.013851971365511417
23,0.05553322657942772
24,0.009844846092164516
25,0.05416594818234444
26,0.006859619170427322
27,0.04607854411005974
28,0.00498130964115262
29,0.036936622112989426
30,0.005089571699500084
31,0.03679489716887474
32,0.0036746030673384666
33,0.03592200577259064
34,0.004467736463993788
35,0.02757624350488186
36,0.0036784212570637465
37,0.032481156289577484
38,0.005453493911772966
39,0.02004418708384037
40,0.014212895184755325
41,0.02191072516143322
42,0.008779838681221008
43,0.02233698219060898
44,0.0069991834461688995
45,0.024274395778775215
46,0.005612630397081375
47,0.02055489830672741
48,0.00759383337572217
49,0.020949063822627068
50,0.006464698817580938
51,0.02102695405483246
52,0.005799606442451477
53,0.019635332748293877
54,0.00494049908593297
55,0.0218619704246521
56,0.005064430180937052
57,0.017334451898932457
58,0.005178443621844053
59,0.013914909213781357
60,0.0173726174980402
61,0.010820521973073483
62,0.02311752922832966
63,0.011515813879668713
64,0.012686564587056637
65,0.009077533148229122
66,0.012779369950294495
67,0.010887030512094498
68,0.014464576728641987
69,0.011470221914350986
70,0.013840598054230213
71,0.008408070541918278
72,0.012493915855884552
73,0.01280656736344099
74,0.012751556001603603
75,0.009935599751770496
76,0.011963047087192535
77,0.011080029420554638
78,0.011246620677411556
79,0.013693287968635559
80,0.010569848120212555
81,0.014102662913501263
82,0.009608440101146698
83,0.013649281114339828
84,0.00895062554627657
85,0.013614741154015064
86,0.008377107791602612
87,0.013522117398679256
88,0.007483209017664194
89,0.014121645130217075
90,0.006913302931934595
91,0.01439604815095663
92,0.006946631241589785
93,0.014199864119291306
94,0.006884229835122824
95,0.015492097474634647
96,0.005993640050292015
97,0.015261420048773289
98,0.005505319684743881
99,0.016013601794838905
100,0.005019864067435265
101,0.013518036343157291
102,0.0048334174789488316
103,0.014007959514856339
104,0.005065300967544317
105,0.012363617308437824
106,0.0052498746663331985
107,0.012585901655256748
108,0.004696425050497055
109,0.016567887738347054
110,0.0042189303785562515
111,0.016271965578198433
112,0.00400062371045351
113,0.016313208267092705
114,0.004499591421335936
115,0.01545334979891777
116,0.00403145607560873
117,0.017248619347810745
118,0.0037638351786881685
119,0.016765836626291275
120,0.005339454393833876
121,0.017323825508356094
122,0.00502587016671896
123,0.018830768764019012
124,0.004598567262291908
