model_name,pearson_cosine,spearman_cosine,pearson_euclidean,spearman_euclidean,pearson_manhattan,spearman_manhattan,pearson_dot,spearman_dot,pearson_max,spearman_max
mpi_1_model,0.4774293538893372,0.27318940109789186,0.4513874665533566,0.27318940109789186,0.45023244852341826,0.26770530754002003,0.4774292754242888,0.27318940109789186,0.4774293538893372,0.27318940109789186
mpi_2_model,-0.2539264349013761,-0.1086573726878152,-0.27753687929721954,-0.1086573726878152,-0.2868879357060087,-0.11580005219145414,-0.25392644497968453,-0.1086573726878152,-0.2539264349013761,-0.1086573726878152
siscer_a1_model,0.22205101074025413,0.22092505956230313,0.1432273625733172,0.22092505956230313,0.15018233464079422,0.21918815147227402,0.22205093978793894,0.22092505956230313,0.22205101074025413,0.22092505956230313
siscer_b1_model,0.4882573500212015,0.09238627148990476,0.42745787535408775,0.09238627148990476,0.41654378493404565,0.10318831065685331,0.4882573706744405,0.09238627148990476,0.4882573706744405,0.10318831065685331
