epoch,loss
0,0.10882186889648438
1,0.01860661804676056
2,0.12492316961288452
3,0.00932182464748621
4,0.1030600368976593
5,0.0027708217967301607
6,0.02996072918176651
7,0.02482074312865734
8,0.029542366042733192
9,0.023756911978125572
10,0.02906566672027111
11,0.02642611600458622
12,0.028435898944735527
13,0.02397647500038147
14,0.02793487347662449
15,0.017652278766036034
16,0.026967385783791542
17,0.014509543776512146
18,0.0265598613768816
19,0.002975890412926674
20,0.012513331137597561
21,0.02944031171500683
22,0.004458577837795019
23,0.02781217359006405
24,0.0455438457429409
25,0.026879549026489258
26,0.04726387560367584
27,0.026189612224698067
28,0.04050339013338089
29,0.027125390246510506
30,0.0329974889755249
31,0.027323827147483826
32,0.026368198916316032
33,0.026782428845763206
34,0.023063451051712036
35,0.02641371637582779
36,0.01816895417869091
37,0.026056909933686256
38,0.017194224521517754
39,0.02607463113963604
40,0.014549915678799152
41,0.025174587965011597
42,0.013629548251628876
43,0.024601595476269722
44,0.010797127149999142
45,0.024402325972914696
46,0.01140871923416853
47,0.023505469784140587
48,0.010943322442471981
49,0.02244929037988186
50,0.010541290044784546
51,0.021987562999129295
52,0.009493292309343815
53,0.021952630952000618
54,0.013212314806878567
55,0.021292245015501976
56,0.011193404905498028
57,0.021541230380535126
58,0.010659872554242611
59,0.020927565172314644
60,0.015107777900993824
61,0.021020278334617615
62,0.012366210110485554
63,0.02036435529589653
64,0.011163483373820782
65,0.02022218145430088
66,0.009228012524545193
67,0.020702866837382317
68,0.00917577464133501
69,0.020240342244505882
70,0.010042739100754261
71,0.020308729261159897
72,0.010689768940210342
73,0.019992047920823097
74,0.010446775704622269
75,0.01865503191947937
76,0.03440145030617714
77,0.01795935444533825
78,0.02719809114933014
79,0.01793964020907879
80,0.021334044635295868
81,0.017173027619719505
82,0.01811787858605385
83,0.016908003017306328
84,0.017916686832904816
85,0.01629181019961834
86,0.017003288492560387
87,0.016382811591029167
88,0.014780291356146336
89,0.0161439199000597
90,0.016510572284460068
91,0.016123706474900246
92,0.015149545855820179
93,0.015878375619649887
94,0.014622676186263561
95,0.01592753827571869
96,0.014232556335628033
97,0.015809670090675354
98,0.013005629181861877
99,0.015497405081987381
100,0.011808875948190689
101,0.015683354809880257
102,0.013007783330976963
103,0.015320166945457458
104,0.013280976563692093
105,0.01500916201621294
106,0.01823541335761547
107,0.014388038776814938
108,0.018385976552963257
109,0.013940437696874142
110,0.016939161345362663
111,0.014040636830031872
112,0.015950307250022888
113,0.01420863438397646
114,0.013863357715308666
115,0.013980097137391567
116,0.015698140487074852
117,0.013853367418050766
118,0.01488437969237566
119,0.013576984405517578
120,0.014000065624713898
121,0.013618361204862595
122,0.014869697391986847
123,0.01365129929035902
124,0.01495550200343132
125,0.013434055261313915
126,0.01688692718744278
127,0.013357152231037617
128,0.015500631183385849
129,0.0153602734208107
130,0.012121200561523438
131,0.01447230949997902
132,0.013298354111611843
133,0.013835308142006397
134,0.01464716624468565
135,0.013850866816937923
136,0.012569252401590347
137,0.013598919846117496
138,0.012411586940288544
139,0.013525393791496754
140,0.011690082959830761
141,0.013549177907407284
142,0.013152782805263996
143,0.01361972838640213
144,0.010881907306611538
145,0.014070052653551102
146,0.013388749212026596
147,0.013880248181521893
148,0.013117601163685322
149,0.013580924831330776
150,0.017102360725402832
151,0.01299431174993515
152,0.016486961394548416
153,0.012930494733154774
154,0.014522150158882141
155,0.012385874055325985
156,0.017593661323189735
157,0.011795717291533947
158,0.01766114868223667
159,0.01151930820196867
160,0.017491338774561882
161,0.010980387218296528
162,0.015757033601403236
163,0.010573373176157475
164,0.01906726323068142
165,0.010400399565696716
166,0.018415311351418495
167,0.010246646590530872
168,0.019593620672822
169,0.009937242604792118
170,0.01890023984014988
171,0.010118251666426659
172,0.015566899441182613
173,0.012067881412804127
174,0.013570618815720081
175,0.011866307817399502
176,0.01864420622587204
177,0.010989402420818806
178,0.020446477457880974
179,0.010267727077007294
180,0.016933975741267204
181,0.010916102677583694
