model_name,pearson_cosine,spearman_cosine,pearson_euclidean,spearman_euclidean,pearson_manhattan,spearman_manhattan,pearson_dot,spearman_dot,pearson_max,spearman_max
mpi_1_alibaba,0.6392437874644024,0.4549079589171111,0.6078428347678803,0.4549079589171111,0.6072014967773278,0.4545082436432138,0.6392437675255787,0.4549079589171111,0.6392437874644024,0.4549079589171111
mpi_2_alibaba,-0.057493317825765305,-0.017444730370860403,-0.05388422345638855,-0.017444730370860403,-0.05141898732247843,-0.01839367824445444,-0.057493283813723706,-0.017444730370860403,-0.05141898732247843,-0.017444730370860403
siscer_a1_alibaba,0.22547454633094627,0.18473345521358217,0.17741015650605452,0.18473345521358217,0.1822944825235987,0.17481318120448,0.22547464639981507,0.18473345521358217,0.22547464639981507,0.18473345521358217
siscer_b1_alibaba,0.502412326047233,0.11732604445832852,0.4162030195966613,0.11732604445832852,0.41194856416321923,0.1232336531802239,0.5024121587563329,0.11732604445832852,0.502412326047233,0.1232336531802239
